Product_name,Product_price,Product_rating
"Ambrane 10000mAh Slim Power Bank, 20W Fast Charging, Dual Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Anrdoid & Other Devices (Stylo 10K, Green)","1,999",3.9
"Ambrane 27000mAh Power Bank, 20W Fast Charging, Triple Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Smartphones & Other Devices (Stylo Pro, Green)","1,999",4.0
"Ambrane 27000mAh Li-Polymer Powerbank with Type C and USB Ports | Fast Charging for Smartphones, Smart Watches, Neckbands & Other Devices (PP-30 Pro, Black)","1,999",4.2
URBN 10000 mAh Li-Polymer Ultra Compact Power Bank | 12W Fast Charge | Dual USB Output | Type C & Micro Input Only | Pocket Size | Made in India (Purple),"1,999",3.8
"Qubo MagZap X10 from Hero Group 10000 mAh Magnetic Magsafe Wireless Power Bank, 15W Wireless/20W Wired Output, USB Type C, Supports iPhone 12 & Above, Metal Ring Included for Older Models (Black)","1,999",3.6
"Stuffcool Major Max 20000mAh 35W PD PPS Type C Made in India Powerbank, Charges MacBook Air M1/M2 0-90%, Supports Galaxy Super Fast Charging, Charges iPhones/Pixels 50% in 30 mins","1,999",4.0
URBN 27000 mAh 22.5W Super Fast Charging Compact Power Bank with 25W USB to Type C Cable (Length: 5 Feet)| Type C Power Delivery (Input& Output) | Two-Way Fast Charging | Universal Compatibility,"1,999",3.9
URBN 10000 mAh Li-Polymer Ultra Compact Power Bank | 12W Fast Charge | Dual USB Output | Type C & Micro Input Only | Pocket Size | Made in India (Bright Blue),"1,999",3.8
Electronicspices 1PCS TP4056 Micro USB Type C Mini Plug 5V 1A 18650 Lithium Battery Charging Protection Board (C-TYPE),"1,999",3.9
"DR VAKU® 10000mAh Power Bank Magnum Series with Type-C 20W Fast Power Delivery Charging Triple USB Port Type C (Input & Output) Lithium Polymer Battery for iPhone, Samsung & Android Devices- Grey","1,999",4.3
"Callmate C-Thru 20000mAh Transparent Power Bank, 23W Fast Charging with Type C PD (Input & Output | 2 Output Ports and 2 Input | Digital Display (23 W, Power Delivery) (Transparent, Grey, Lithium Ion)","1,999",3.7
Electronic Spices3 USB 5V 1A Mobile Power Bank Charger Controller Module Step Up Boost Power Module Lithium Battery Charging Board LED,"1,999",3.4
URBN 20000 mAh 45W Ultra Fast Charging Compact Power Bank | Type C Power Delivery (Input& Output) | Quick Charge | Two-Way Fast Charging | Charge Laptop/Mobiles/TWS/Speakers | (Camo),"1,999",3.9
Electronic Spices 2USB Power Bank Charging Module Circuit Board- DC-DC Step Up Boost Power Supply Module - 5V 1A (2 USB),99,3.0
"Portronics Power Brick II 10000 mAh,2.4A 12w Slim Power Bank with Dual USB Output Port for iPhone, Anrdoid & Other Devices.(Blue)",99,3.5
"DR VAKU® 10000mAh Power Bank Clear Bolt Portable 20W PD QC Fast Charging Dual USB Port (Input & Output) Lithium Polymer Battery Power Bank for iPhone,Samsung & Android Devices with SOS Led Light Torch",99,4.3
"Ambrane 10000mAh Magnetic Wireless Power Bank for iPhone 12 & Above, 22.5W Wired + 15W Wireless Charging, Mobile Stand, Type C PD (Input & Output), Li-Polymer (Aerosync PB 10, Black)",99,2.9
"Ambrane 20000mAh Premium Metallic Nano Powebank, 22.5W Super Fast Charging, Compact Pocket Size, Dual Type C & USB, Power Delivery PD & Quick Charge for iPhone, Smartphones (Powerlit XL, Blue)",99,3.8
